WKT,LINEARID,FULLNAME,RTTYP,MTFCC
"LINESTRING (-85.569347 31.649963,-85.569517 31.649947,-85.569754 31.649932,-85.569922 31.649931,-85.570682 31.649979,-85.57085 31.649998,-85.571013 31.65004,-85.571169 31.6501,-85.571245 31.650133,-85.571315 31.650174,-85.571589 31.650349,-85.571737 31.650425,-85.571815 31.650457,-85.571897 31.650483,-85.57198 31.650502,-85.572066 31.650515,-85.572239 31.650523,-85.572499 31.650518,-85.57302 31.650495,-85.573197 31.650491,-85.573284 31.650511,-85.573352 31.650556,-85.573385 31.650622,-85.573381 31.650764,-85.573351 31.650979,-85.573336 31.651121,-85.5733 31.651544,-85.573236 31.651904,-85.573217 31.652051,-85.573218 31.652196,-85.573252 31.65234,-85.573281 31.65241,-85.573355 31.65254,-85.5734 31.652603,-85.573502 31.652721,-85.573942 31.653165,-85.574103 31.653335,-85.574249 31.653513,-85.574341 31.653636,-85.574471 31.653824,-85.57455 31.653954,-85.574623 31.654087,-85.574689 31.654221,-85.574777 31.654427,-85.574826 31.654566,-85.574865 31.654709,-85.574891 31.654851,-85.574915 31.655069,-85.574939 31.655507,-85.57497 31.655798,-85.574987 31.655872,-85.575009 31.655942,-85.575065 31.656081,-85.575211 31.656346,-85.575422 31.656663,-85.575537 31.656773,-85.5756 31.656823,-85.575734 31.656914,-85.575875 31.656996,-85.576094 31.65711,-85.57638 31.657267,-85.576583 31.657402,-85.57671 31.657499,-85.576834 31.657605,-85.576885 31.657664,-85.576927 31.657727,-85.576952 31.657796,-85.576967 31.657866,-85.577096 31.659374,-85.577115 31.659814,-85.577114 31.660328,-85.577101 31.66062,-85.577087 31.660766,-85.57706 31.66091,-85.577 31.661123,-85.576923 31.661408,-85.576878 31.661552,-85.57684 31.661716)",110685801555,Roberts Rd,M,S1400
"LINESTRING (-85.543546 31.682702,-85.543269 31.682891,-85.54267 31.683313,-85.542398 31.68349,-85.541986 31.683746,-85.541528 31.684038,-85.541406 31.684134,-85.541322 31.684257,-85.541305 31.684322,-85.541308 31.684466)",110685799900,Helms Rd,M,S1400
"LINESTRING (-85.60914 31.65409,-85.608962 31.654049,-85.608707 31.654012,-85.607842 31.654007,-85.607083 31.653992,-85.606993 31.65399,-85.606583 31.65399,-85.606503 31.653997,-85.606224 31.654105,-85.605869 31.654279,-85.605676 31.654408,-85.605566 31.65464,-85.60545 31.654827,-85.605308 31.654943,-85.605147 31.654963,-85.60505 31.65493,-85.604895 31.654892)",110685800970,B Smith Rd,M,S1400
"LINESTRING (-85.510862 31.622979,-85.510459 31.622141,-85.509573 31.621885)",110685807732,,,S1740
"LINESTRING (-85.493349 31.688957,-85.494863 31.688764,-85.496432 31.688367)",110685807021,,,S1400
"LINESTRING (-85.588318 31.726758,-85.588149 31.727232,-85.588002 31.72741,-85.587396 31.728003,-85.58694 31.729447,-85.586803 31.730101)",110685806672,,,S1400
"LINESTRING (-85.607589 31.714267,-85.607698 31.714367,-85.607821 31.714471,-85.607939 31.714576,-85.608005 31.714622,-85.608074 31.714664,-85.608148 31.714699,-85.608459 31.714815,-85.608688 31.714919,-85.60883 31.715002,-85.608973 31.7151,-85.609187 31.715216,-85.609339 31.715276,-85.6095 31.715323,-85.609666 31.715362,-85.609919 31.715411,-85.610083 31.715454,-85.610156 31.715486,-85.610289 31.715573,-85.610534 31.715767,-85.610655 31.71587,-85.610771 31.715978,-85.610815 31.716039,-85.610845 31.716108,-85.610864 31.71618,-85.610908 31.716467,-85.610942 31.7166,-85.610967 31.716669,-85.611036 31.716802,-85.611188 31.717058,-85.611257 31.717182,-85.611286 31.717242,-85.611357 31.717422,-85.611426 31.717615,-85.611475 31.717776,-85.611558 31.718016,-85.611649 31.718222,-85.611725 31.718352,-85.611829 31.718468,-85.611948 31.718573,-85.612075 31.71867,-85.61221 31.718756,-85.612355 31.718831,-85.612507 31.718891,-85.612665 31.71893,-85.612745 31.718938,-85.612891 31.718927,-85.61306 31.718903,-85.613231 31.718884,-85.613317 31.718883,-85.613401 31.718896,-85.61348 31.718924,-85.613548 31.718966,-85.613606 31.719016,-85.613652 31.719077,-85.61373 31.719205,-85.613872 31.719469,-85.614227 31.720209,-85.6143 31.720339,-85.614341 31.720402,-85.614388 31.720463,-85.61444 31.720521,-85.614564 31.72062,-85.614833 31.720801,-85.614973 31.720884,-85.615049 31.720915)",110685807036,,,S1400
"LINESTRING (-85.592383 31.7063,-85.592442 31.706353,-85.592573 31.706447,-85.592886 31.706694,-85.593206 31.706937,-85.593851 31.707412,-85.594161 31.707666,-85.594457 31.707929,-85.59476 31.708187,-85.595385 31.708699,-85.595554 31.708842,-85.59568 31.708941,-85.595987 31.709199,-85.596098 31.709301,-85.596278 31.709465,-85.596552 31.709741,-85.596832 31.710016,-85.597119 31.710285,-85.597401 31.710558,-85.597673 31.710838,-85.597938 31.711126,-85.598183 31.711424,-85.598416 31.711729,-85.598653 31.712029,-85.598769 31.712137,-85.598908 31.712222,-85.599069 31.712267,-85.59924 31.71228,-85.600695 31.712297,-85.601121 31.712303,-85.601608 31.712291,-85.601717 31.712287,-85.602047 31.712288,-85.602125 31.712294,-85.60224 31.712296,-85.602374 31.712288,-85.603838 31.712295,-85.604686 31.712306,-85.604827 31.712306,-85.60511 31.712307,-85.60596 31.712329,-85.606383 31.712336,-85.606807 31.71233,-85.60766 31.712355,-85.608088 31.712356,-85.608512 31.712342,-85.608675 31.712306,-85.608817 31.712238,-85.608881 31.712196,-85.608935 31.712155,-85.609096 31.712073)",110685799690,Brown Rd,M,S1400
"LINESTRING (-85.621916 31.617738,-85.621918 31.617748,-85.621967 31.61811,-85.621972 31.618474,-85.62195 31.61884,-85.621894 31.619447,-85.621882 31.619569,-85.621829 31.620302,-85.621773 31.620663,-85.621648 31.62101,-85.62136 31.621696,-85.621223 31.622042,-85.620957 31.62274,-85.620671 31.623433,-85.620553 31.623777,-85.620427 31.624122,-85.620133 31.62481,-85.620026 31.625166,-85.619957 31.625526,-85.619828 31.626243,-85.619715 31.626967,-85.619669 31.627331,-85.619642 31.627694,-85.619632 31.62806,-85.619629 31.628423,-85.619631 31.629152,-85.619625 31.629886,-85.619609 31.631349,-85.619609 31.632082,-85.619636 31.632816,-85.619643 31.633911,-85.619624 31.63501,-85.619583 31.635802)",110685802740,Huey Faulk Rd,M,S1400
"LINESTRING (-85.600873 31.727029,-85.600832 31.726854,-85.600807 31.726637,-85.600775 31.726421,-85.600725 31.725987,-85.600588 31.724899,-85.600456 31.723954)",110685806576,,,S1400
"LINESTRING (-85.590993 31.753436,-85.591373 31.753072)",110685803602,Mt Zion Church Rd,M,S1400
"LINESTRING (-85.611122 31.738376,-85.611279 31.738187,-85.611432 31.738013,-85.611493 31.737961,-85.611564 31.737918,-85.611644 31.737888,-85.611726 31.737868,-85.611811 31.73786,-85.612065 31.737868,-85.612317 31.737903,-85.612575 31.737927,-85.612828 31.737959,-85.613583 31.738073,-85.613667 31.738082,-85.613752 31.738077,-85.613835 31.738061,-85.613911 31.738029,-85.613976 31.737983,-85.614036 31.737934)",110685802582,Underwood Dr,M,S1400
"LINESTRING (-85.563523 31.6944,-85.563327 31.694414,-85.562225 31.694456,-85.56214 31.694461)",110685799479,Matt Rd,M,S1400
"LINESTRING (-85.611216 31.696826,-85.611251 31.696849,-85.611287 31.696871,-85.611474 31.696996,-85.612008 31.697079,-85.615368 31.697019)",110685801394,Jackson Dr,M,S1400
"LINESTRING (-85.429643 31.692076,-85.431149 31.693393)",110685807708,,,S1740
"LINESTRING (-85.479661 31.62045,-85.479723 31.62082,-85.479758 31.621184,-85.479847 31.622275,-85.479881 31.622639,-85.479895 31.622918,-85.479892 31.623152,-85.479835 31.624097,-85.479804 31.624462,-85.47975 31.625192,-85.47971 31.625558,-85.479654 31.62592,-85.479582 31.626278,-85.479496 31.626637,-85.479397 31.626993,-85.479187 31.627699,-85.478861 31.628759,-85.478741 31.629113,-85.478608 31.62946,-85.478455 31.629799,-85.47835 31.630001,-85.478283 31.630131,-85.478092 31.630457,-85.477882 31.630775,-85.477654 31.631083,-85.477408 31.631383,-85.477148 31.631674,-85.476874 31.631953,-85.476588 31.632223,-85.474544 31.634088,-85.474301 31.634311,-85.473962 31.634622,-85.473681 31.634899,-85.47343 31.635198,-85.473224 31.635523,-85.473054 31.635859,-85.472927 31.63621,-85.472846 31.636568,-85.472825 31.636749,-85.472803 31.636933,-85.472696 31.638389,-85.472659 31.638754,-85.472595 31.639115,-85.472497 31.63947,-85.472368 31.639816,-85.472206 31.640153,-85.472009 31.640477,-85.471782 31.640786,-85.471535 31.641083,-85.47128 31.641376,-85.471184 31.641495,-85.47114 31.641559,-85.471077 31.641666,-85.471042 31.641765,-85.471023 31.641838,-85.471011 31.641912,-85.471006 31.64206,-85.471061 31.644605,-85.471079 31.644972,-85.471143 31.645702,-85.471189 31.646066,-85.471311 31.64679,-85.471447 31.647511,-85.471509 31.647872,-85.471554 31.648233,-85.47158 31.648599,-85.471584 31.648963,-85.471577 31.649112,-85.471573 31.649221,-85.471568 31.649328,-85.471529 31.64969,-85.471478 31.650052,-85.471402 31.650414,-85.471306 31.65077,-85.470881 31.652196,-85.4707 31.652779)",110685798734,Co Rd 53,C,S1400
"LINESTRING (-85.483727 31.688059,-85.483673 31.687989,-85.483657 31.687921,-85.483664 31.687848,-85.48367 31.687634,-85.483622 31.686909,-85.483606 31.686545,-85.483608 31.686176,-85.483593 31.685811,-85.483597 31.685444,-85.483594 31.685154,-85.483572 31.685081,-85.483544 31.684933,-85.483565 31.684857,-85.483627 31.684804,-85.483767 31.684715,-85.483851 31.684693,-85.483935 31.684701,-85.484096 31.684751,-85.484256 31.684795,-85.484331 31.68483)",110685807668,,,S1740
"LINESTRING (-85.485294 31.70039,-85.484861 31.701046,-85.484706 31.701818,-85.484509 31.702339)",110685806969,,,S1400
"LINESTRING (-85.432325 31.619844,-85.432527 31.619982,-85.432918 31.620121,-85.433736 31.620315,-85.434142 31.620425,-85.434547 31.620544,-85.435751 31.620916,-85.436139 31.621066,-85.436515 31.621239,-85.436879 31.621427,-85.437235 31.621627,-85.437579 31.62184,-85.437692 31.621922,-85.437902 31.622075,-85.438217 31.622318,-85.438861 31.622794,-85.43919 31.623028,-85.440479 31.623988,-85.440786 31.624241,-85.441387 31.624765,-85.441675 31.625036,-85.441944 31.625319,-85.442042 31.625441,-85.442145 31.62564,-85.442258 31.625989,-85.442355 31.626342,-85.442481 31.626691,-85.442653 31.62702,-85.442877 31.62733,-85.443344 31.627941,-85.443558 31.628258,-85.443695 31.628601,-85.443743 31.628963,-85.443737 31.629327,-85.443713 31.630052,-85.443702 31.630781,-85.443723 31.631512,-85.443732 31.631966,-85.443745 31.632608,-85.443749 31.633703,-85.443726 31.633923,-85.443681 31.634063,-85.443323 31.634717,-85.443136 31.635041,-85.442954 31.635374,-85.442763 31.635701,-85.442593 31.636035,-85.442449 31.636382,-85.44233 31.636733,-85.442234 31.637091,-85.442153 31.637449,-85.442099 31.637812,-85.441922 31.63906,-85.441894 31.639257,-85.441857 31.639624,-85.441845 31.639768,-85.441826 31.639988,-85.441798 31.641193)",110685803090,Lury Walker Rd,M,S1400
"LINESTRING (-85.479895 31.622918,-85.479701 31.622918,-85.479528 31.622928,-85.479442 31.622929,-85.479357 31.622921)",110685806300,,,S1400
"LINESTRING (-85.700022 31.627279,-85.700626 31.625677)",110685807599,,,S1740
"LINESTRING (-85.6815 31.628996,-85.683316 31.630571)",110685806784,,,S1400
"LINESTRING (-85.415999 31.649392,-85.416108 31.649729,-85.416891 31.652108,-85.417255 31.65322,-85.417357 31.653575,-85.417435 31.653932,-85.41748 31.654297,-85.4175 31.654661,-85.417483 31.655026,-85.417438 31.655387,-85.41722 31.656838,-85.41705 31.657926,-85.416977 31.658287,-85.416893 31.658648,-85.416791 31.659004,-85.416681 31.659359,-85.416552 31.659709,-85.416412 31.660053,-85.416371 31.660149)",110685798820,Co Rd 130,C,S1400
"LINESTRING (-85.599176 31.707654,-85.599165 31.707766,-85.599185 31.707911)",110685806601,,,S1400
"LINESTRING (-85.668091 31.663073,-85.668217 31.663152,-85.668284 31.663111,-85.668345 31.663055,-85.668462 31.662922,-85.668735 31.662586,-85.669048 31.662165)",110685807074,,,S1400
"LINESTRING (-85.670694 31.654292,-85.670166 31.654293,-85.669651 31.654276,-85.669139 31.654265,-85.668882 31.654269,-85.668202 31.654328,-85.667943 31.654332,-85.667482 31.654307,-85.66692 31.65428,-85.66641 31.654269,-85.666078 31.654271,-85.665997 31.65427,-85.665921 31.654253)",110685800736,Rosies Rd,M,S1400
"LINESTRING (-85.700689 31.662392,-85.701128 31.662525,-85.70243 31.662201,-85.703761 31.66224,-85.70466 31.662534,-85.704907 31.662738,-85.705132 31.663193,-85.705184 31.663514,-85.705195 31.663578,-85.705361 31.663826,-85.705382 31.663932)",110685807061,,,S1400
"LINESTRING (-85.600462 31.707432,-85.600281 31.707486,-85.599993 31.707526,-85.599292 31.707625,-85.599176 31.707654,-85.598929 31.70768,-85.598513 31.707745,-85.598097 31.707821,-85.597697 31.707947,-85.597329 31.708134,-85.596951 31.708304,-85.596563 31.708459,-85.596287 31.708556,-85.596169 31.708597,-85.595759 31.708678,-85.595385 31.708699)",110685799390,Hill St,M,S1400
"LINESTRING (-85.616534 31.702847,-85.616489 31.702907,-85.616378 31.702981,-85.616263 31.703049,-85.616152 31.703149,-85.616116 31.703207,-85.616074 31.703286,-85.616021 31.703443,-85.616005 31.703512)",110685803347,Meadow Grove Ct,M,S1400
"LINESTRING (-85.646058 31.715215,-85.64603 31.715281,-85.646018 31.715427,-85.646029 31.7155,-85.64606 31.715568,-85.646134 31.715664)",110685806274,,,S1400
"LINESTRING (-85.349123 31.871513,-85.351061 31.868547,-85.351135 31.868429,-85.352657 31.86797,-85.353878 31.869161,-85.353654 31.869998,-85.353559 31.870352,-85.352939 31.870836)",110685803071,Indian Lake Cir,M,S1400
"LINESTRING (-85.279813 31.871589,-85.279771 31.871674,-85.279753 31.871711,-85.279672 31.871846,-85.279599 31.871968,-85.27939 31.87229,-85.279317 31.872424,-85.279259 31.872564,-85.279215 31.872707,-85.27919 31.872854,-85.279197 31.872934,-85.279202 31.873001,-85.279235 31.873145,-85.279256 31.873217,-85.279316 31.873354,-85.279355 31.87342,-85.279402 31.873482,-85.279611 31.87371,-85.2797 31.873835,-85.279738 31.873905,-85.279771 31.873968,-85.279824 31.874108,-85.279869 31.874249,-85.279926 31.874388,-85.28006 31.874658,-85.280118 31.874796,-85.280165 31.874936,-85.280204 31.875079,-85.280291 31.875439,-85.280358 31.875651,-85.28042 31.875788,-85.2805 31.875918,-85.280778 31.876281,-85.280979 31.876519,-85.28114 31.87669,-85.281261 31.876795,-85.281574 31.877045,-85.28169 31.87715,-85.281785 31.877272,-85.281861 31.877403,-85.281932 31.877537,-85.2821 31.877798,-85.282191 31.877924,-85.282388 31.878154,-85.282478 31.87828,-85.282525 31.878421,-85.282512 31.878566,-85.282479 31.878632,-85.282365 31.878829,-85.28231 31.878967,-85.282279 31.87911,-85.282263 31.879255,-85.282222 31.879979,-85.282209 31.880344,-85.282194 31.881001,-85.282148 31.881584,-85.28208 31.882092,-85.282031 31.882381,-85.281961 31.882667,-85.281919 31.882807,-85.281804 31.883154,-85.281705 31.883432,-85.281618 31.883713,-85.281582 31.883855,-85.281493 31.884286,-85.281407 31.88457,-85.281354 31.88471,-85.281259 31.884914,-85.281184 31.885047,-85.280809 31.885629,-85.280655 31.885891,-85.280568 31.886019,-85.28049 31.886151,-85.280458 31.88622,-85.280409 31.886362,-85.280308 31.886772)",110685800288,Bouyer Rd,M,S1400
"LINESTRING (-85.153948 31.868375,-85.153701 31.868176,-85.153521 31.868021,-85.153467 31.867968,-85.153387 31.867951,-85.153318 31.867994,-85.153018 31.868252)",110685807003,,,S1400
"LINESTRING (-85.149106 31.869852,-85.149141 31.870112,-85.149763 31.872897)",110685801886,Imperial Dr,M,S1400
"LINESTRING (-85.16053 31.850116,-85.160502 31.849997,-85.160475 31.849923,-85.160452 31.849877,-85.160393 31.849839,-85.160343 31.849845,-85.160307 31.849887,-85.160296 31.849937,-85.160339 31.849996,-85.160425 31.850037,-85.16053 31.850116)",110685800745,Scenic Dr,M,S1400
"LINESTRING (-85.164549 31.856384,-85.164844 31.856375,-85.164927 31.856353,-85.165012 31.856336,-85.165183 31.856324,-85.165356 31.85634,-85.165439 31.856365,-85.165506 31.856409,-85.165565 31.856458,-85.165629 31.856501,-85.165712 31.856522,-85.165792 31.856535,-85.165885 31.856562,-85.165935 31.85656,-85.165971 31.856521,-85.165998 31.856466,-85.166017 31.856441,-85.166144 31.856437)",110685806664,,,S1400
"LINESTRING (-85.144696 31.872393,-85.144717 31.872473,-85.144753 31.872528)",110685803271,Cypress Cove,M,S1400
"LINESTRING (-85.165186 31.840145,-85.165305 31.840384)",110685806658,,,S1400
"LINESTRING (-85.232052 31.874883,-85.231908 31.875298)",110685803098,Meadowbrook Dr,M,S1400
"LINESTRING (-85.152141 31.896394,-85.153309 31.896394,-85.153898 31.896398,-85.154486 31.896392,-85.15487 31.896384,-85.155839 31.896388,-85.156626 31.896403,-85.156738 31.896406,-85.157562 31.896404,-85.157655 31.896421,-85.158314 31.896572,-85.158413 31.896589,-85.158556 31.896614,-85.158811 31.89662,-85.159069 31.896619,-85.159331 31.896623,-85.159561 31.896588)",110685799923,Holly Dr,M,S1400
"LINESTRING (-85.150816 31.89945,-85.150813 31.899325,-85.151362 31.899328,-85.15149 31.899326,-85.153839 31.899284,-85.154006 31.899279,-85.154274 31.899277,-85.154449 31.899269,-85.155057 31.899259,-85.155656 31.899338,-85.156239 31.899452,-85.156787 31.899645,-85.157225 31.899989,-85.157529 31.900243,-85.157689 31.900339,-85.157981 31.900488,-85.158113 31.900555,-85.158208 31.900624,-85.158265 31.90068,-85.158312 31.900745,-85.15837 31.900887,-85.15838 31.901037,-85.158341 31.901185,-85.158295 31.901326,-85.158241 31.901463,-85.158216 31.9016,-85.158256 31.901735,-85.158311 31.901892,-85.158386 31.902086,-85.158464 31.902297,-85.158521 31.902429,-85.158597 31.902555,-85.158706 31.902659,-85.158927 31.90282,-85.159279 31.903098,-85.160138 31.903812,-85.1608 31.904462,-85.160884 31.904561)",110685800801,Spruce Dr,M,S1400
"LINESTRING (-85.393099 32.104709,-85.393077 32.104971,-85.39309 32.105472,-85.393093 32.105835,-85.393071 32.106194,-85.393013 32.106555,-85.392936 32.106914,-85.392731 32.108002,-85.392707 32.108362,-85.392747 32.108722,-85.392827 32.109077,-85.392918 32.109433,-85.393003 32.109792,-85.393056 32.110158,-85.393052 32.110521,-85.392991 32.110872,-85.392902 32.111223,-85.392801 32.111576,-85.392685 32.111928,-85.39255 32.112276,-85.392383 32.112616,-85.392176 32.112935,-85.391937 32.113238,-85.391653 32.113512,-85.39133 32.113751,-85.390976 32.11396,-85.390615 32.11416,-85.390252 32.114348,-85.389876 32.114516,-85.389484 32.114665,-85.389101 32.114832,-85.388963 32.114918,-85.388778 32.115069,-85.388505 32.11535,-85.388267 32.115659,-85.388044 32.115972,-85.387607 32.116611,-85.387399 32.116934,-85.38723 32.117272,-85.387075 32.11761,-85.38694 32.117794,-85.386829 32.117899,-85.386505 32.118125,-85.386138 32.118316,-85.385753 32.118488,-85.385369 32.118651,-85.384216 32.119132,-85.383437 32.119439,-85.382661 32.119757,-85.382458 32.119891,-85.382347 32.120002,-85.382267 32.120137,-85.382208 32.120348,-85.382168 32.120699,-85.38215 32.121069,-85.382193 32.121434,-85.382333 32.121775,-85.382573 32.122076,-85.383125 32.122639,-85.383355 32.122943,-85.383437 32.12307,-85.383511 32.123271,-85.383674 32.123975,-85.383736 32.124336,-85.383716 32.124701,-85.383658 32.125062,-85.383447 32.126499,-85.38331 32.127218,-85.383235 32.127581,-85.383119 32.127927,-85.382991 32.128268,-85.382839 32.128611,-85.38267 32.128946,-85.382492 32.129278,-85.382306 32.129606,-85.382113 32.129928,-85.381887 32.130248,-85.381434 32.130862,-85.381228 32.131171,-85.381035 32.131492,-85.380862 32.131824,-85.380715 32.13217,-85.380601 32.132526,-85.380496 32.132886,-85.380309 32.133583,-85.380222 32.133943,-85.380204 32.134005,-85.380009 32.134653,-85.379914 32.13501,-85.379807 32.135364,-85.379662 32.135713,-85.37944 32.136029,-85.379157 32.136297,-85.378576 32.136823,-85.378273 32.137084,-85.377669 32.137616,-85.377384 32.137873,-85.377108 32.138151,-85.376867 32.138452,-85.376658 32.138767,-85.37647 32.13909,-85.376314 32.139428,-85.376192 32.139781,-85.376099 32.140141,-85.376034 32.140504,-85.375945 32.141227,-85.375908 32.141593,-85.375853 32.141956,-85.375824 32.142175,-85.375779 32.14265,-85.375731 32.143019,-85.375695 32.143383,-85.375645 32.143743,-85.375559 32.144464,-85.375525 32.144821,-85.375516 32.144883,-85.375473 32.145193,-85.375427 32.145409,-85.375428 32.145554,-85.37549 32.145919,-85.37556 32.146277,-85.375759 32.147191)",110685803329,Martin Creek Rd,M,S1400
